,idx,image,object_count,color,shape,material,color_shape,color_material,shape_material,color_shape_material,size,all
10,10,a8bf13ea4a03855171be4fa36f90e78f.png,10,"['brown', 'brown', 'red', 'brown', 'yellow', 'green', 'cyan', 'blue', 'gray', 'blue']","['cube', 'cylinder', 'cube', 'cube', 'cube', 'sphere', 'cone', 'cube', 'sphere', 'cone']","['rubber', 'metal', 'rubber', 'metal', 'rubber', 'rubber', 'metal', 'metal', 'metal', 'metal']","['brown_cube', 'brown_cylinder', 'red_cube', 'brown_cube', 'yellow_cube', 'green_sphere', 'cyan_cone', 'blue_cube', 'gray_sphere', 'blue_cone']","['brown_rubber', 'brown_metal', 'red_rubber', 'brown_metal', 'yellow_rubber', 'green_rubber', 'cyan_metal', 'blue_metal', 'gray_metal', 'blue_metal']","['cube_rubber', 'cylinder_metal', 'cube_rubber', 'cube_metal', 'cube_rubber', 'sphere_rubber', 'cone_metal', 'cube_metal', 'sphere_metal', 'cone_metal']","['brown_cube_rubber', 'brown_cylinder_metal', 'red_cube_rubber', 'brown_cube_metal', 'yellow_cube_rubber', 'green_sphere_rubber', 'cyan_cone_metal', 'blue_cube_metal', 'gray_sphere_metal', 'blue_cone_metal']","[0.7, 0.7, 0.351, 0.351, 0.7, 0.351, 0.351, 0.7, 0.351, 0.351]","['brown', 'brown', 'red', 'brown', 'yellow', 'green', 'cyan', 'blue', 'gray', 'blue', 'cube', 'cylinder', 'cube', 'cube', 'cube', 'sphere', 'cone', 'cube', 'sphere', 'cone', 'rubber', 'metal', 'rubber', 'metal', 'rubber', 'rubber', 'metal', 'metal', 'metal', 'metal', 'brown_cube', 'brown_cylinder', 'red_cube', 'brown_cube', 'yellow_cube', 'green_sphere', 'cyan_cone', 'blue_cube', 'gray_sphere', 'blue_cone', 'cube_rubber', 'cylinder_metal', 'cube_rubber', 'cube_metal', 'cube_rubber', 'sphere_rubber', 'cone_metal', 'cube_metal', 'sphere_metal', 'cone_metal', 'brown_rubber', 'brown_metal', 'red_rubber', 'brown_metal', 'yellow_rubber', 'green_rubber', 'cyan_metal', 'blue_metal', 'gray_metal', 'blue_metal', 'brown_cube_rubber', 'brown_cylinder_metal', 'red_cube_rubber', 'brown_cube_metal', 'yellow_cube_rubber', 'green_sphere_rubber', 'cyan_cone_metal', 'blue_cube_metal', 'gray_sphere_metal', 'blue_cone_metal']"
11,11,b86cae6f69ff9b45e73ee6765e242b88.png,5,"['cyan', 'red', 'blue', 'purple', 'yellow']","['cube', 'sphere', 'cylinder', 'cylinder', 'cylinder']","['metal', 'rubber', 'rubber', 'metal', 'rubber']","['cyan_cube', 'red_sphere', 'blue_cylinder', 'purple_cylinder', 'yellow_cylinder']","['cyan_metal', 'red_rubber', 'blue_rubber', 'purple_metal', 'yellow_rubber']","['cube_metal', 'sphere_rubber', 'cylinder_rubber', 'cylinder_metal', 'cylinder_rubber']","['cyan_cube_metal', 'red_sphere_rubber', 'blue_cylinder_rubber', 'purple_cylinder_metal', 'yellow_cylinder_rubber']","[0.351, 0.7, 0.351, 0.7, 0.7]","['cyan', 'red', 'blue', 'purple', 'yellow', 'cube', 'sphere', 'cylinder', 'cylinder', 'cylinder', 'metal', 'rubber', 'rubber', 'metal', 'rubber', 'cyan_cube', 'red_sphere', 'blue_cylinder', 'purple_cylinder', 'yellow_cylinder', 'cube_metal', 'sphere_rubber', 'cylinder_rubber', 'cylinder_metal', 'cylinder_rubber', 'cyan_metal', 'red_rubber', 'blue_rubber', 'purple_metal', 'yellow_rubber', 'cyan_cube_metal', 'red_sphere_rubber', 'blue_cylinder_rubber', 'purple_cylinder_metal', 'yellow_cylinder_rubber']"
12,12,a1cf2c6f4d6bdb9ae36e0957ed420b8a.png,5,"['brown', 'green', 'purple', 'yellow', 'gray']","['cylinder', 'cube', 'cylinder', 'sphere', 'cube']","['metal', 'metal', 'metal', 'rubber', 'rubber']","['brown_cylinder', 'green_cube', 'purple_cylinder', 'yellow_sphere', 'gray_cube']","['brown_metal', 'green_metal', 'purple_metal', 'yellow_rubber', 'gray_rubber']","['cylinder_metal', 'cube_metal', 'cylinder_metal', 'sphere_rubber', 'cube_rubber']","['brown_cylinder_metal', 'green_cube_metal', 'purple_cylinder_metal', 'yellow_sphere_rubber', 'gray_cube_rubber']","[0.701, 0.351, 0.701, 0.701, 0.701]","['brown', 'green', 'purple', 'yellow', 'gray', 'cylinder', 'cube', 'cylinder', 'sphere', 'cube', 'metal', 'metal', 'metal', 'rubber', 'rubber', 'brown_cylinder', 'green_cube', 'purple_cylinder', 'yellow_sphere', 'gray_cube', 'cylinder_metal', 'cube_metal', 'cylinder_metal', 'sphere_rubber', 'cube_rubber', 'brown_metal', 'green_metal', 'purple_metal', 'yellow_rubber', 'gray_rubber', 'brown_cylinder_metal', 'green_cube_metal', 'purple_cylinder_metal', 'yellow_sphere_rubber', 'gray_cube_rubber']"
13,13,f021bb12deb09ed2c5d08cc40212abef.png,3,"['red', 'blue', 'green']","['cube', 'cone', 'cylinder']","['metal', 'metal', 'metal']","['red_cube', 'blue_cone', 'green_cylinder']","['red_metal', 'blue_metal', 'green_metal']","['cube_metal', 'cone_metal', 'cylinder_metal']","['red_cube_metal', 'blue_cone_metal', 'green_cylinder_metal']","[0.351, 0.7, 0.7]","['red', 'blue', 'green', 'cube', 'cone', 'cylinder', 'metal', 'metal', 'metal', 'red_cube', 'blue_cone', 'green_cylinder', 'cube_metal', 'cone_metal', 'cylinder_metal', 'red_metal', 'blue_metal', 'green_metal', 'red_cube_metal', 'blue_cone_metal', 'green_cylinder_metal']"
14,14,8b9b21e3e540d3314c3f273e98f5b066.png,5,"['red', 'cyan', 'brown', 'purple', 'gray']","['cube', 'cube', 'cone', 'sphere', 'sphere']","['metal', 'rubber', 'rubber', 'metal', 'rubber']","['red_cube', 'cyan_cube', 'brown_cone', 'purple_sphere', 'gray_sphere']","['red_metal', 'cyan_rubber', 'brown_rubber', 'purple_metal', 'gray_rubber']","['cube_metal', 'cube_rubber', 'cone_rubber', 'sphere_metal', 'sphere_rubber']","['red_cube_metal', 'cyan_cube_rubber', 'brown_cone_rubber', 'purple_sphere_metal', 'gray_sphere_rubber']","[0.351, 0.351, 0.351, 0.7, 0.351]","['red', 'cyan', 'brown', 'purple', 'gray', 'cube', 'cube', 'cone', 'sphere', 'sphere', 'metal', 'rubber', 'rubber', 'metal', 'rubber', 'red_cube', 'cyan_cube', 'brown_cone', 'purple_sphere', 'gray_sphere', 'cube_metal', 'cube_rubber', 'cone_rubber', 'sphere_metal', 'sphere_rubber', 'red_metal', 'cyan_rubber', 'brown_rubber', 'purple_metal', 'gray_rubber', 'red_cube_metal', 'cyan_cube_rubber', 'brown_cone_rubber', 'purple_sphere_metal', 'gray_sphere_rubber']"
15,15,1cd7100844e55722128079ef728c6eb0.png,5,"['purple', 'red', 'green', 'cyan', 'yellow']","['cube', 'sphere', 'cylinder', 'cube', 'cube']","['rubber', 'rubber', 'rubber', 'rubber', 'metal']","['purple_cube', 'red_sphere', 'green_cylinder', 'cyan_cube', 'yellow_cube']","['purple_rubber', 'red_rubber', 'green_rubber', 'cyan_rubber', 'yellow_metal']","['cube_rubber', 'sphere_rubber', 'cylinder_rubber', 'cube_rubber', 'cube_metal']","['purple_cube_rubber', 'red_sphere_rubber', 'green_cylinder_rubber', 'cyan_cube_rubber', 'yellow_cube_metal']","[0.351, 0.351, 0.351, 0.701, 0.351]","['purple', 'red', 'green', 'cyan', 'yellow', 'cube', 'sphere', 'cylinder', 'cube', 'cube', 'rubber', 'rubber', 'rubber', 'rubber', 'metal', 'purple_cube', 'red_sphere', 'green_cylinder', 'cyan_cube', 'yellow_cube', 'cube_rubber', 'sphere_rubber', 'cylinder_rubber', 'cube_rubber', 'cube_metal', 'purple_rubber', 'red_rubber', 'green_rubber', 'cyan_rubber', 'yellow_metal', 'purple_cube_rubber', 'red_sphere_rubber', 'green_cylinder_rubber', 'cyan_cube_rubber', 'yellow_cube_metal']"
16,16,b061c1a273ef87c2a0652018ad37b8f7.png,6,"['yellow', 'green', 'red', 'gray', 'brown', 'blue']","['cylinder', 'cylinder', 'cylinder', 'cylinder', 'cylinder', 'sphere']","['rubber', 'metal', 'metal', 'metal', 'rubber', 'metal']","['yellow_cylinder', 'green_cylinder', 'red_cylinder', 'gray_cylinder', 'brown_cylinder', 'blue_sphere']","['yellow_rubber', 'green_metal', 'red_metal', 'gray_metal', 'brown_rubber', 'blue_metal']","['cylinder_rubber', 'cylinder_metal', 'cylinder_metal', 'cylinder_metal', 'cylinder_rubber', 'sphere_metal']","['yellow_cylinder_rubber', 'green_cylinder_metal', 'red_cylinder_metal', 'gray_cylinder_metal', 'brown_cylinder_rubber', 'blue_sphere_metal']","[0.701, 0.351, 0.7, 0.351, 0.351, 0.701]","['yellow', 'green', 'red', 'gray', 'brown', 'blue', 'cylinder', 'cylinder', 'cylinder', 'cylinder', 'cylinder', 'sphere', 'rubber', 'metal', 'metal', 'metal', 'rubber', 'metal', 'yellow_cylinder', 'green_cylinder', 'red_cylinder', 'gray_cylinder', 'brown_cylinder', 'blue_sphere', 'cylinder_rubber', 'cylinder_metal', 'cylinder_metal', 'cylinder_metal', 'cylinder_rubber', 'sphere_metal', 'yellow_rubber', 'green_metal', 'red_metal', 'gray_metal', 'brown_rubber', 'blue_metal', 'yellow_cylinder_rubber', 'green_cylinder_metal', 'red_cylinder_metal', 'gray_cylinder_metal', 'brown_cylinder_rubber', 'blue_sphere_metal']"
17,17,3e99992732c50e1307349865b563778d.png,3,"['blue', 'gray', 'yellow']","['cone', 'cylinder', 'cube']","['metal', 'rubber', 'rubber']","['blue_cone', 'gray_cylinder', 'yellow_cube']","['blue_metal', 'gray_rubber', 'yellow_rubber']","['cone_metal', 'cylinder_rubber', 'cube_rubber']","['blue_cone_metal', 'gray_cylinder_rubber', 'yellow_cube_rubber']","[0.351, 0.7, 0.351]","['blue', 'gray', 'yellow', 'cone', 'cylinder', 'cube', 'metal', 'rubber', 'rubber', 'blue_cone', 'gray_cylinder', 'yellow_cube', 'cone_metal', 'cylinder_rubber', 'cube_rubber', 'blue_metal', 'gray_rubber', 'yellow_rubber', 'blue_cone_metal', 'gray_cylinder_rubber', 'yellow_cube_rubber']"
18,18,248aa350ed360465433bacd00a4127a8.png,4,"['purple', 'red', 'yellow', 'gray']","['cube', 'cube', 'sphere', 'cylinder']","['metal', 'rubber', 'metal', 'rubber']","['purple_cube', 'red_cube', 'yellow_sphere', 'gray_cylinder']","['purple_metal', 'red_rubber', 'yellow_metal', 'gray_rubber']","['cube_metal', 'cube_rubber', 'sphere_metal', 'cylinder_rubber']","['purple_cube_metal', 'red_cube_rubber', 'yellow_sphere_metal', 'gray_cylinder_rubber']","[0.7, 0.7, 0.351, 0.7]","['purple', 'red', 'yellow', 'gray', 'cube', 'cube', 'sphere', 'cylinder', 'metal', 'rubber', 'metal', 'rubber', 'purple_cube', 'red_cube', 'yellow_sphere', 'gray_cylinder', 'cube_metal', 'cube_rubber', 'sphere_metal', 'cylinder_rubber', 'purple_metal', 'red_rubber', 'yellow_metal', 'gray_rubber', 'purple_cube_metal', 'red_cube_rubber', 'yellow_sphere_metal', 'gray_cylinder_rubber']"
19,19,d1f7a084a10df5bf27969c428acfe019.png,5,"['red', 'green', 'blue', 'brown', 'gray']","['cube', 'cone', 'sphere', 'sphere', 'sphere']","['rubber', 'rubber', 'rubber', 'rubber', 'metal']","['red_cube', 'green_cone', 'blue_sphere', 'brown_sphere', 'gray_sphere']","['red_rubber', 'green_rubber', 'blue_rubber', 'brown_rubber', 'gray_metal']","['cube_rubber', 'cone_rubber', 'sphere_rubber', 'sphere_rubber', 'sphere_metal']","['red_cube_rubber', 'green_cone_rubber', 'blue_sphere_rubber', 'brown_sphere_rubber', 'gray_sphere_metal']","[0.351, 0.7, 0.351, 0.351, 0.351]","['red', 'green', 'blue', 'brown', 'gray', 'cube', 'cone', 'sphere', 'sphere', 'sphere', 'rubber', 'rubber', 'rubber', 'rubber', 'metal', 'red_cube', 'green_cone', 'blue_sphere', 'brown_sphere', 'gray_sphere', 'cube_rubber', 'cone_rubber', 'sphere_rubber', 'sphere_rubber', 'sphere_metal', 'red_rubber', 'green_rubber', 'blue_rubber', 'brown_rubber', 'gray_metal', 'red_cube_rubber', 'green_cone_rubber', 'blue_sphere_rubber', 'brown_sphere_rubber', 'gray_sphere_metal']"
20,20,b20d2748097b4cb649f4d330fd3bfe71.png,7,"['green', 'green', 'red', 'cyan', 'gray', 'yellow', 'brown']","['cone', 'sphere', 'cone', 'cylinder', 'cylinder', 'cube', 'cylinder']","['rubber', 'rubber', 'rubber', 'metal', 'metal', 'metal', 'rubber']","['green_cone', 'green_sphere', 'red_cone', 'cyan_cylinder', 'gray_cylinder', 'yellow_cube', 'brown_cylinder']","['green_rubber', 'green_rubber', 'red_rubber', 'cyan_metal', 'gray_metal', 'yellow_metal', 'brown_rubber']","['cone_rubber', 'sphere_rubber', 'cone_rubber', 'cylinder_metal', 'cylinder_metal', 'cube_metal', 'cylinder_rubber']","['green_cone_rubber', 'green_sphere_rubber', 'red_cone_rubber', 'cyan_cylinder_metal', 'gray_cylinder_metal', 'yellow_cube_metal', 'brown_cylinder_rubber']","[0.7, 0.7, 0.351, 0.7, 0.351, 0.7, 0.351]","['green', 'green', 'red', 'cyan', 'gray', 'yellow', 'brown', 'cone', 'sphere', 'cone', 'cylinder', 'cylinder', 'cube', 'cylinder', 'rubber', 'rubber', 'rubber', 'metal', 'metal', 'metal', 'rubber', 'green_cone', 'green_sphere', 'red_cone', 'cyan_cylinder', 'gray_cylinder', 'yellow_cube', 'brown_cylinder', 'cone_rubber', 'sphere_rubber', 'cone_rubber', 'cylinder_metal', 'cylinder_metal', 'cube_metal', 'cylinder_rubber', 'green_rubber', 'green_rubber', 'red_rubber', 'cyan_metal', 'gray_metal', 'yellow_metal', 'brown_rubber', 'green_cone_rubber', 'green_sphere_rubber', 'red_cone_rubber', 'cyan_cylinder_metal', 'gray_cylinder_metal', 'yellow_cube_metal', 'brown_cylinder_rubber']"
21,21,02f1f290f61705e990303c64f15611b3.png,6,"['gray', 'green', 'blue', 'yellow', 'gray', 'cyan']","['cylinder', 'cone', 'sphere', 'cube', 'sphere', 'sphere']","['metal', 'rubber', 'metal', 'metal', 'metal', 'metal']","['gray_cylinder', 'green_cone', 'blue_sphere', 'yellow_cube', 'gray_sphere', 'cyan_sphere']","['gray_metal', 'green_rubber', 'blue_metal', 'yellow_metal', 'gray_metal', 'cyan_metal']","['cylinder_metal', 'cone_rubber', 'sphere_metal', 'cube_metal', 'sphere_metal', 'sphere_metal']","['gray_cylinder_metal', 'green_cone_rubber', 'blue_sphere_metal', 'yellow_cube_metal', 'gray_sphere_metal', 'cyan_sphere_metal']","[0.351, 0.351, 0.351, 0.7, 0.351, 0.7]","['gray', 'green', 'blue', 'yellow', 'gray', 'cyan', 'cylinder', 'cone', 'sphere', 'cube', 'sphere', 'sphere', 'metal', 'rubber', 'metal', 'metal', 'metal', 'metal', 'gray_cylinder', 'green_cone', 'blue_sphere', 'yellow_cube', 'gray_sphere', 'cyan_sphere', 'cylinder_metal', 'cone_rubber', 'sphere_metal', 'cube_metal', 'sphere_metal', 'sphere_metal', 'gray_metal', 'green_rubber', 'blue_metal', 'yellow_metal', 'gray_metal', 'cyan_metal', 'gray_cylinder_metal', 'green_cone_rubber', 'blue_sphere_metal', 'yellow_cube_metal', 'gray_sphere_metal', 'cyan_sphere_metal']"
22,22,762607465bf3327e50a2de1b3e328045.png,5,"['purple', 'brown', 'gray', 'cyan', 'cyan']","['cylinder', 'cylinder', 'cylinder', 'cube', 'cylinder']","['rubber', 'metal', 'metal', 'metal', 'metal']","['purple_cylinder', 'brown_cylinder', 'gray_cylinder', 'cyan_cube', 'cyan_cylinder']","['purple_rubber', 'brown_metal', 'gray_metal', 'cyan_metal', 'cyan_metal']","['cylinder_rubber', 'cylinder_metal', 'cylinder_metal', 'cube_metal', 'cylinder_metal']","['purple_cylinder_rubber', 'brown_cylinder_metal', 'gray_cylinder_metal', 'cyan_cube_metal', 'cyan_cylinder_metal']","[0.701, 0.7, 0.351, 0.351, 0.351]","['purple', 'brown', 'gray', 'cyan', 'cyan', 'cylinder', 'cylinder', 'cylinder', 'cube', 'cylinder', 'rubber', 'metal', 'metal', 'metal', 'metal', 'purple_cylinder', 'brown_cylinder', 'gray_cylinder', 'cyan_cube', 'cyan_cylinder', 'cylinder_rubber', 'cylinder_metal', 'cylinder_metal', 'cube_metal', 'cylinder_metal', 'purple_rubber', 'brown_metal', 'gray_metal', 'cyan_metal', 'cyan_metal', 'purple_cylinder_rubber', 'brown_cylinder_metal', 'gray_cylinder_metal', 'cyan_cube_metal', 'cyan_cylinder_metal']"
23,23,abf2f4497a1988d9bda4cd715e73a3b9.png,9,"['gray', 'yellow', 'gray', 'purple', 'green', 'brown', 'cyan', 'blue', 'gray']","['cylinder', 'cylinder', 'sphere', 'cylinder', 'cone', 'cylinder', 'sphere', 'cylinder', 'cube']","['metal', 'metal', 'rubber', 'metal', 'rubber', 'metal', 'metal', 'metal', 'metal']","['gray_cylinder', 'yellow_cylinder', 'gray_sphere', 'purple_cylinder', 'green_cone', 'brown_cylinder', 'cyan_sphere', 'blue_cylinder', 'gray_cube']","['gray_metal', 'yellow_metal', 'gray_rubber', 'purple_metal', 'green_rubber', 'brown_metal', 'cyan_metal', 'blue_metal', 'gray_metal']","['cylinder_metal', 'cylinder_metal', 'sphere_rubber', 'cylinder_metal', 'cone_rubber', 'cylinder_metal', 'sphere_metal', 'cylinder_metal', 'cube_metal']","['gray_cylinder_metal', 'yellow_cylinder_metal', 'gray_sphere_rubber', 'purple_cylinder_metal', 'green_cone_rubber', 'brown_cylinder_metal', 'cyan_sphere_metal', 'blue_cylinder_metal', 'gray_cube_metal']","[0.7, 0.701, 0.7, 0.351, 0.7, 0.351, 0.7, 0.351, 0.7]","['gray', 'yellow', 'gray', 'purple', 'green', 'brown', 'cyan', 'blue', 'gray', 'cylinder', 'cylinder', 'sphere', 'cylinder', 'cone', 'cylinder', 'sphere', 'cylinder', 'cube', 'metal', 'metal', 'rubber', 'metal', 'rubber', 'metal', 'metal', 'metal', 'metal', 'gray_cylinder', 'yellow_cylinder', 'gray_sphere', 'purple_cylinder', 'green_cone', 'brown_cylinder', 'cyan_sphere', 'blue_cylinder', 'gray_cube', 'cylinder_metal', 'cylinder_metal', 'sphere_rubber', 'cylinder_metal', 'cone_rubber', 'cylinder_metal', 'sphere_metal', 'cylinder_metal', 'cube_metal', 'gray_metal', 'yellow_metal', 'gray_rubber', 'purple_metal', 'green_rubber', 'brown_metal', 'cyan_metal', 'blue_metal', 'gray_metal', 'gray_cylinder_metal', 'yellow_cylinder_metal', 'gray_sphere_rubber', 'purple_cylinder_metal', 'green_cone_rubber', 'brown_cylinder_metal', 'cyan_sphere_metal', 'blue_cylinder_metal', 'gray_cube_metal']"
24,24,846f636c181dfcc8091a74fcbd25696b.png,7,"['purple', 'green', 'blue', 'cyan', 'green', 'gray', 'yellow']","['cylinder', 'cone', 'cylinder', 'cylinder', 'sphere', 'sphere', 'sphere']","['metal', 'rubber', 'metal', 'metal', 'metal', 'rubber', 'rubber']","['purple_cylinder', 'green_cone', 'blue_cylinder', 'cyan_cylinder', 'green_sphere', 'gray_sphere', 'yellow_sphere']","['purple_metal', 'green_rubber', 'blue_metal', 'cyan_metal', 'green_metal', 'gray_rubber', 'yellow_rubber']","['cylinder_metal', 'cone_rubber', 'cylinder_metal', 'cylinder_metal', 'sphere_metal', 'sphere_rubber', 'sphere_rubber']","['purple_cylinder_metal', 'green_cone_rubber', 'blue_cylinder_metal', 'cyan_cylinder_metal', 'green_sphere_metal', 'gray_sphere_rubber', 'yellow_sphere_rubber']","[0.351, 0.7, 0.351, 0.351, 0.7, 0.7, 0.701]","['purple', 'green', 'blue', 'cyan', 'green', 'gray', 'yellow', 'cylinder', 'cone', 'cylinder', 'cylinder', 'sphere', 'sphere', 'sphere', 'metal', 'rubber', 'metal', 'metal', 'metal', 'rubber', 'rubber', 'purple_cylinder', 'green_cone', 'blue_cylinder', 'cyan_cylinder', 'green_sphere', 'gray_sphere', 'yellow_sphere', 'cylinder_metal', 'cone_rubber', 'cylinder_metal', 'cylinder_metal', 'sphere_metal', 'sphere_rubber', 'sphere_rubber', 'purple_metal', 'green_rubber', 'blue_metal', 'cyan_metal', 'green_metal', 'gray_rubber', 'yellow_rubber', 'purple_cylinder_metal', 'green_cone_rubber', 'blue_cylinder_metal', 'cyan_cylinder_metal', 'green_sphere_metal', 'gray_sphere_rubber', 'yellow_sphere_rubber']"
25,25,aee2a41817f8d8dc3f4cbc0fcb6aea52.png,9,"['gray', 'red', 'purple', 'green', 'gray', 'brown', 'red', 'cyan', 'cyan']","['cube', 'cylinder', 'cube', 'cylinder', 'cube', 'cylinder', 'sphere', 'cone', 'cube']","['rubber', 'metal', 'rubber', 'rubber', 'metal', 'metal', 'metal', 'metal', 'rubber']","['gray_cube', 'red_cylinder', 'purple_cube', 'green_cylinder', 'gray_cube', 'brown_cylinder', 'red_sphere', 'cyan_cone', 'cyan_cube']","['gray_rubber', 'red_metal', 'purple_rubber', 'green_rubber', 'gray_metal', 'brown_metal', 'red_metal', 'cyan_metal', 'cyan_rubber']","['cube_rubber', 'cylinder_metal', 'cube_rubber', 'cylinder_rubber', 'cube_metal', 'cylinder_metal', 'sphere_metal', 'cone_metal', 'cube_rubber']","['gray_cube_rubber', 'red_cylinder_metal', 'purple_cube_rubber', 'green_cylinder_rubber', 'gray_cube_metal', 'brown_cylinder_metal', 'red_sphere_metal', 'cyan_cone_metal', 'cyan_cube_rubber']","[0.351, 0.351, 0.7, 0.7, 0.351, 0.7, 0.701, 0.351, 0.7]","['gray', 'red', 'purple', 'green', 'gray', 'brown', 'red', 'cyan', 'cyan', 'cube', 'cylinder', 'cube', 'cylinder', 'cube', 'cylinder', 'sphere', 'cone', 'cube', 'rubber', 'metal', 'rubber', 'rubber', 'metal', 'metal', 'metal', 'metal', 'rubber', 'gray_cube', 'red_cylinder', 'purple_cube', 'green_cylinder', 'gray_cube', 'brown_cylinder', 'red_sphere', 'cyan_cone', 'cyan_cube', 'cube_rubber', 'cylinder_metal', 'cube_rubber', 'cylinder_rubber', 'cube_metal', 'cylinder_metal', 'sphere_metal', 'cone_metal', 'cube_rubber', 'gray_rubber', 'red_metal', 'purple_rubber', 'green_rubber', 'gray_metal', 'brown_metal', 'red_metal', 'cyan_metal', 'cyan_rubber', 'gray_cube_rubber', 'red_cylinder_metal', 'purple_cube_rubber', 'green_cylinder_rubber', 'gray_cube_metal', 'brown_cylinder_metal', 'red_sphere_metal', 'cyan_cone_metal', 'cyan_cube_rubber']"
26,26,961803975fe2d5809f9fa1a97f827c11.png,4,"['brown', 'yellow', 'blue', 'green']","['cone', 'cube', 'cylinder', 'sphere']","['rubber', 'metal', 'metal', 'rubber']","['brown_cone', 'yellow_cube', 'blue_cylinder', 'green_sphere']","['brown_rubber', 'yellow_metal', 'blue_metal', 'green_rubber']","['cone_rubber', 'cube_metal', 'cylinder_metal', 'sphere_rubber']","['brown_cone_rubber', 'yellow_cube_metal', 'blue_cylinder_metal', 'green_sphere_rubber']","[0.351, 0.351, 0.351, 0.351]","['brown', 'yellow', 'blue', 'green', 'cone', 'cube', 'cylinder', 'sphere', 'rubber', 'metal', 'metal', 'rubber', 'brown_cone', 'yellow_cube', 'blue_cylinder', 'green_sphere', 'cone_rubber', 'cube_metal', 'cylinder_metal', 'sphere_rubber', 'brown_rubber', 'yellow_metal', 'blue_metal', 'green_rubber', 'brown_cone_rubber', 'yellow_cube_metal', 'blue_cylinder_metal', 'green_sphere_rubber']"
27,27,c54b1f7ad6ed66c2d4f6df600243bd79.png,4,"['gray', 'green', 'red', 'cyan']","['sphere', 'cone', 'cylinder', 'cube']","['metal', 'rubber', 'rubber', 'metal']","['gray_sphere', 'green_cone', 'red_cylinder', 'cyan_cube']","['gray_metal', 'green_rubber', 'red_rubber', 'cyan_metal']","['sphere_metal', 'cone_rubber', 'cylinder_rubber', 'cube_metal']","['gray_sphere_metal', 'green_cone_rubber', 'red_cylinder_rubber', 'cyan_cube_metal']","[0.701, 0.351, 0.351, 0.7]","['gray', 'green', 'red', 'cyan', 'sphere', 'cone', 'cylinder', 'cube', 'metal', 'rubber', 'rubber', 'metal', 'gray_sphere', 'green_cone', 'red_cylinder', 'cyan_cube', 'sphere_metal', 'cone_rubber', 'cylinder_rubber', 'cube_metal', 'gray_metal', 'green_rubber', 'red_rubber', 'cyan_metal', 'gray_sphere_metal', 'green_cone_rubber', 'red_cylinder_rubber', 'cyan_cube_metal']"
28,28,b53c0610c452fb1b41549f93d3e05c7e.png,4,"['yellow', 'blue', 'red', 'purple']","['cone', 'cylinder', 'cube', 'cylinder']","['metal', 'rubber', 'rubber', 'rubber']","['yellow_cone', 'blue_cylinder', 'red_cube', 'purple_cylinder']","['yellow_metal', 'blue_rubber', 'red_rubber', 'purple_rubber']","['cone_metal', 'cylinder_rubber', 'cube_rubber', 'cylinder_rubber']","['yellow_cone_metal', 'blue_cylinder_rubber', 'red_cube_rubber', 'purple_cylinder_rubber']","[0.7, 0.351, 0.351, 0.7]","['yellow', 'blue', 'red', 'purple', 'cone', 'cylinder', 'cube', 'cylinder', 'metal', 'rubber', 'rubber', 'rubber', 'yellow_cone', 'blue_cylinder', 'red_cube', 'purple_cylinder', 'cone_metal', 'cylinder_rubber', 'cube_rubber', 'cylinder_rubber', 'yellow_metal', 'blue_rubber', 'red_rubber', 'purple_rubber', 'yellow_cone_metal', 'blue_cylinder_rubber', 'red_cube_rubber', 'purple_cylinder_rubber']"
29,29,dfbfe711b4626b8412f55a757e4f17c2.png,5,"['blue', 'gray', 'red', 'brown', 'cyan']","['cylinder', 'sphere', 'sphere', 'cone', 'sphere']","['rubber', 'metal', 'rubber', 'metal', 'metal']","['blue_cylinder', 'gray_sphere', 'red_sphere', 'brown_cone', 'cyan_sphere']","['blue_rubber', 'gray_metal', 'red_rubber', 'brown_metal', 'cyan_metal']","['cylinder_rubber', 'sphere_metal', 'sphere_rubber', 'cone_metal', 'sphere_metal']","['blue_cylinder_rubber', 'gray_sphere_metal', 'red_sphere_rubber', 'brown_cone_metal', 'cyan_sphere_metal']","[0.351, 0.351, 0.351, 0.351, 0.7]","['blue', 'gray', 'red', 'brown', 'cyan', 'cylinder', 'sphere', 'sphere', 'cone', 'sphere', 'rubber', 'metal', 'rubber', 'metal', 'metal', 'blue_cylinder', 'gray_sphere', 'red_sphere', 'brown_cone', 'cyan_sphere', 'cylinder_rubber', 'sphere_metal', 'sphere_rubber', 'cone_metal', 'sphere_metal', 'blue_rubber', 'gray_metal', 'red_rubber', 'brown_metal', 'cyan_metal', 'blue_cylinder_rubber', 'gray_sphere_metal', 'red_sphere_rubber', 'brown_cone_metal', 'cyan_sphere_metal']"
